[atlas] worker 0/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 0/3 --out data/cloud/opening/porcelain_r01_s4096.part0.npz --workers 1 --seed 1
[atlas] worker 1/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 1/3 --out data/cloud/opening/porcelain_r01_s4096.part1.npz --workers 1 --seed 2
[atlas] worker 2/3: label --net porcelain=runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt --rounds 0-1 --sims 4096 --slots 256 --part 2/3 --out data/cloud/opening/porcelain_r01_s4096.part2.npz --workers 1 --seed 3
[atlas] 3795 games, rounds 0-1: 28871 positions (14432 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14372 target-seat)
[atlas] 3795 games, rounds 0-1: 28871 positions (14376 target-seat)
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] net porcelain (runs/porc_w-p0905-2038/checkpoints/ckpt-000000.pt) on mps; 4096 sims, 256 slots; c_puct 1.4, chance_children 4
[atlas] 3652/28871 positions, 14,785,792 evals, 22,398/s, 11.0 min
[atlas] 3658/28871 positions, 14,754,816 evals, 22,352/s, 11.0 min
[atlas] 3655/28871 positions, 15,421,952 evals, 22,346/s, 11.5 min
[atlas] 3652/28871 positions, 15,366,144 evals, 22,265/s, 11.5 min
[atlas] 3658/28871 positions, 15,336,192 evals, 22,223/s, 11.5 min
[atlas] 3916/28871 positions, 16,013,824 evals, 22,237/s, 12.0 min
[atlas] 3914/28871 positions, 15,956,736 evals, 22,158/s, 12.0 min
[atlas] 3920/28871 positions, 15,924,480 evals, 22,114/s, 12.0 min
[atlas] 3916/28871 positions, 16,505,856 evals, 22,003/s, 12.5 min
[atlas] 3914/28871 positions, 16,450,560 evals, 21,930/s, 12.5 min
[atlas] 3920/28871 positions, 16,418,560 evals, 21,888/s, 12.5 min
[atlas] 4175/28871 positions, 16,915,968 evals, 21,682/s, 13.0 min
[atlas] 4174/28871 positions, 16,854,272 evals, 21,603/s, 13.0 min
[atlas] 4180/28871 positions, 16,821,248 evals, 21,562/s, 13.0 min
[atlas] 4175/28871 positions, 17,423,360 evals, 21,505/s, 13.5 min
[atlas] 4180/28871 positions, 17,329,152 evals, 21,391/s, 13.5 min
[atlas] 4174/28871 positions, 17,361,664 evals, 21,430/s, 13.5 min
[atlas] 4434/28871 positions, 17,934,848 evals, 21,346/s, 14.0 min
[atlas] 4439/28871 positions, 17,833,728 evals, 21,227/s, 14.0 min
[atlas] 4433/28871 positions, 17,868,544 evals, 21,268/s, 14.0 min
[atlas] 4434/28871 positions, 18,333,440 evals, 21,068/s, 14.5 min
[atlas] 4439/28871 positions, 18,235,136 evals, 20,957/s, 14.5 min
[atlas] 4433/28871 positions, 18,267,648 evals, 20,992/s, 14.5 min
[atlas] 4434/28871 positions, 18,678,784 evals, 20,749/s, 15.0 min
[atlas] 4439/28871 positions, 18,584,064 evals, 20,646/s, 15.0 min
[atlas] 4433/28871 positions, 18,616,064 evals, 20,680/s, 15.0 min
[atlas] 4697/28871 positions, 19,030,784 evals, 20,458/s, 15.5 min
[atlas] 4702/28871 positions, 18,934,272 evals, 20,356/s, 15.5 min
[atlas] 4695/28871 positions, 18,966,784 evals, 20,390/s, 15.5 min
[atlas] 4697/28871 positions, 19,404,800 evals, 20,208/s, 16.0 min
[atlas] 4702/28871 positions, 19,313,920 evals, 20,115/s, 16.0 min
[atlas] 4695/28871 positions, 19,341,312 evals, 20,142/s, 16.0 min
[atlas] 4697/28871 positions, 19,762,688 evals, 19,957/s, 16.5 min
[atlas] 4702/28871 positions, 19,674,624 evals, 19,870/s, 16.5 min
[atlas] 4695/28871 positions, 19,698,688 evals, 19,893/s, 16.5 min
[atlas] 4959/28871 positions, 20,113,664 evals, 19,714/s, 17.0 min
[atlas] 4969/28871 positions, 20,025,088 evals, 19,629/s, 17.0 min
[atlas] 4955/28871 positions, 20,048,896 evals, 19,651/s, 17.0 min
[atlas] 4959/28871 positions, 20,492,032 evals, 19,511/s, 17.5 min
[atlas] 4969/28871 positions, 20,410,368 evals, 19,435/s, 17.5 min
[atlas] 4955/28871 positions, 20,433,408 evals, 19,456/s, 17.5 min
[atlas] 4959/28871 positions, 20,874,240 evals, 19,322/s, 18.0 min
[atlas] 4969/28871 positions, 20,792,320 evals, 19,249/s, 18.0 min
[atlas] 4955/28871 positions, 20,817,664 evals, 19,271/s, 18.0 min
[atlas] 5219/28871 positions, 21,289,472 evals, 19,174/s, 18.5 min
[atlas] 5228/28871 positions, 21,202,432 evals, 19,098/s, 18.5 min
[atlas] 5216/28871 positions, 21,231,360 evals, 19,123/s, 18.5 min
[atlas] 5219/28871 positions, 21,771,264 evals, 19,092/s, 19.0 min
